dx,dy,dtheta,dv
7.958130474250424413e-03,-4.292094097642973338e-03,8.258384625977166493e-03,8.580217834042225267e-03
7.831217629558295812e-03,-5.035640726209322793e-03,8.792733355539539275e-03,6.753866705856703678e-03
7.721525705719045618e-03,-5.852009187350404318e-03,9.595685466206038683e-03,-1.899057679914067931e-02
7.665083034069652967e-03,-4.906511614890973760e-03,8.455985814453725880e-03,-7.132923835582671845e-03
7.662641961331928542e-03,-5.063288323746917285e-03,8.631418182094341418e-03,-7.691942533233908641e-03
7.439456310635250702e-03,-5.003005549561123644e-03,8.192800566337865575e-03,1.946173397018963191e-02
5.365159555339005237e-03,-8.648275106356351216e-03,1.063130547310131568e-02,-1.191598314384766655e-01
5.012738093910229509e-03,-4.157217062889628778e-03,5.667860741124908230e-03,-8.012560550568231799e-03
3.721745680550725410e-03,-4.541439967901794716e-03,6.235404282641576756e-03,-4.985928624113677987e-02
3.446004395811996801e-03,-2.388640579912504336e-03,-2.133256619633483453e-03,1.375370787199742262e-02
1.789821460917551121e-03,-2.318890759134717428e-03,-8.151576915849112481e-04,-2.839088107919242321e-02
1.163281660069515056e-03,-6.850575956818261147e-04,-5.475411623008241691e-04,3.584180095528327614e-03
2.068781676456410423e-04,-1.004887255295017212e-03,2.756092580158409078e-06,-1.885673685376174080e-02
1.776602467913335204e-04,-6.203939575044614685e-05,-2.707441559923751129e-05,8.238348580228725682e-03
-3.176330955056982930e-05,-6.678018188708279013e-04,3.528419532550230997e-05,-1.269999738683651180e-02
9.267329345163943799e-05,7.124906920807916322e-05,-1.957725004397836699e-05,1.080564916209330456e-02
-5.756416133806396829e-05,-5.516902815863033993e-04,2.414976205544761001e-05,-1.028072800178637947e-02
6.024292626705118892e-05,1.459804038859147113e-04,-1.307028266306353714e-05,1.223193695838959913e-02
-7.104959202308691602e-05,-4.798016433227303423e-04,1.764362137191000102e-05,-8.832982145782083960e-03
5.110765724225529993e-05,1.919407061663491731e-04,-7.416967178652811299e-06,1.314149222782464051e-02
-7.011476432694507821e-05,-4.375448878910503936e-04,1.260361453692127043e-05,-7.874129750169470490e-03
4.695078700933663640e-05,2.214701574239086312e-04,-3.681448795367359139e-06,1.375711898075185693e-02
-8.329701134357492265e-05,-4.060608610387816952e-04,9.603689360426770349e-06,-7.191719268185517260e-03
4.739403097175909352e-05,2.459745973730775859e-04,-9.091000878758137560e-07,1.416302237661351202e-02
-7.392479540158092277e-05,-3.876784503908936586e-04,7.288491339796365764e-06,-5.473671618201055716e-03
2.364901105522676517e-05,2.026548474631795216e-04,1.080232464367725242e-06,1.326774379178682212e-02
-6.822109922666186321e-05,-3.721402100040904770e-04,5.546291054869811887e-06,1.653838795251317412e-03
-2.126835438787111343e-05,-1.221395224000332291e-04,-7.758265549995257970e-07,7.046084208961109034e-03
-7.075045225235498947e-05,-3.578763482501301496e-04,2.988766490519267904e-06,7.328459344892960386e-03
-6.103116480460357707e-05,-3.862387195212590996e-04,-1.351975282837258874e-06,2.025238298262527041e-03
-7.168235948995516083e-05,-3.499866960474662392e-04,2.126973921434682779e-07,1.180167966176157157e-02
-9.579915598578736535e-05,-5.905101428709258471e-04,-1.013693176732388679e-06,-1.943611123455988524e-03
-6.980837332548617269e-05,-3.513857560655253565e-04,2.441643820461081305e-08,1.532737592822873765e-02
-1.266906377566101582e-04,-7.563497167772936791e-04,-1.875342724888540147e-06,-3.789270427065658409e-03
-7.577225295563039253e-05,-4.128219634260688053e-04,1.602397925459797534e-08,1.690680798213421016e-02
-1.623877676593110664e-04,-8.971569424573999640e-04,-1.715675132851757212e-06,-3.923211044560950649e-03
-9.448712336279641022e-05,-5.346514500637056244e-04,1.048814066706427184e-07,1.689124070393236907e-02
-1.729524159799211702e-04,-1.008483400333659574e-03,-2.929027989040378088e-07,-3.983743286289383352e-03
-1.117995555830475496e-04,-6.373425746240002354e-04,2.460093624367942766e-07,1.683191492468213632e-02
-1.971072319690847507e-04,-1.103028681413320555e-03,1.596007497051132873e-06,-4.050501522560936117e-03
-1.351556220896554805e-04,-7.237065241945117577e-04,4.093440235664047577e-07,1.678415437176366057e-02
-2.122816848526554168e-04,-1.186353031201292652e-03,2.219378406609351373e-06,-4.101060529860313733e-03
-1.421641028542808272e-04,-7.964684409671463072e-04,5.839200427626423107e-07,1.672540649965812906e-02
-2.187368120729615839e-04,-1.252254553488540978e-03,4.111456721522799285e-06,-4.156863221115965172e-03
-1.710173673359349777e-04,-8.616017064611014575e-04,7.566889399512888303e-07,1.666616708203817396e-02
-2.394890560992735118e-04,-1.314794516751760511e-03,6.871688483789384350e-06,-4.202940811506008720e-03
-1.685622489304705596e-04,-9.166793273998052882e-04,9.245000844870787660e-07,1.660396149783068334e-02
-2.518687475401293341e-04,-1.365639768160065159e-03,5.318086048200498794e-06,-4.257342424683479253e-03
-1.806190645794458760e-04,-9.638430075185056012e-04,3.078591827243570833e-06,1.655058899277932899e-02
-2.483834051787425778e-04,-1.407438443507658121e-03,4.783723349000013059e-06,-4.325090845644099201e-03
-1.843752880148485929e-04,-1.003512866734723730e-03,3.886793497276386233e-06,1.647816339903039259e-02
-2.517420531518155258e-04,-1.444928787048382901e-03,5.246067064978987560e-06,-4.387368064461574964e-03
-1.874549791835988799e-04,-1.039474239213689089e-03,4.409425572893255207e-06,1.641574505683043861e-02
-2.621980103185705957e-04,-1.477596578840945085e-03,5.527692703344300185e-06,-4.449919644459358371e-03
-1.976762237063667271e-04,-1.067039204880160241e-03,4.517484531785243007e-06,1.634023340418807452e-02
-2.720921472700865706e-04,-1.501461452363628268e-03,6.288557353073542799e-06,-4.523379667574553044e-03
-1.996541622162339991e-04,-1.089331497645673608e-03,4.336236751001365519e-06,1.627253519159702067e-02
-2.814894546503410311e-04,-1.513066476057645104e-03,6.201604819677797309e-06,-4.589221882284225812e-03
-2.012429016957639760e-04,-1.098044334312930914e-03,5.071921926891320709e-06,1.620933617317441011e-02
-2.753066440988050090e-04,-1.532448273561470842e-03,6.748489726149387025e-06,-4.665382708283778018e-03
-2.100675795162487702e-04,-1.116046076145238430e-03,5.391657493580837013e-06,1.613830915139043837e-02
-2.763170674739967581e-04,-1.539905061179069889e-03,6.318352602896482040e-06,-4.726189503994511487e-03
-2.110001957902341019e-04,-1.123070140923942972e-03,5.433752806593972196e-06,1.606096171232092654e-02
-2.846587690328306053e-04,-1.553353667912205083e-03,6.922357344008034374e-06,-4.809551808612233179e-03
-2.114503754881980058e-04,-1.123635181077276002e-03,5.720187695512635173e-06,1.597839937371643010e-02
-2.848750570052516196e-04,-1.554549652279746397e-03,6.675071120731956853e-06,-4.872331650014908797e-03
-2.116233446685100716e-04,-1.128402109259241115e-03,5.594331662139850891e-06,1.591027046442376747e-02
-2.773301185072796216e-04,-1.555020570815912606e-03,6.813240289060829014e-06,-4.947117733175170756e-03
-2.115653459924260460e-04,-1.124273037437006906e-03,5.590890758799815785e-06,1.584348367908887389e-02
-2.848394042018753680e-04,-1.554370349214906355e-03,6.663451349586679839e-06,-5.007395977635921425e-03
-2.114432764273033172e-04,-1.125514332564137021e-03,5.318163244893980846e-06,1.576413430738474869e-02
-2.845455203441815684e-04,-1.550857647572456699e-03,7.027898752065553367e-06,-5.088348533159762349e-03
-2.033434286801139024e-04,-1.121030664013034084e-03,5.162519798318498943e-06,1.569242516759104811e-02
-2.839922238848657798e-04,-1.538294269291640148e-03,6.566197032320530980e-06,-5.158373309811488047e-03
-2.027256222021378562e-04,-1.117644985303201111e-03,5.932399238295360533e-06,1.561994649148481032e-02
-2.832874097009607794e-04,-1.534438722586628501e-03,5.822602408667165719e-06,-5.224257081809973238e-03
-2.019993376904949400e-04,-1.104127913091446089e-03,5.499212972104317032e-06,1.555012913416896868e-02
-2.825054710342556064e-04,-1.526339859669434418e-03,5.870206019498169780e-06,-5.292288407302768796e-03
-2.011759240900801160e-04,-1.097706916258545107e-03,5.594675161590956236e-06,1.547265797364001487e-02
-2.815577584840411873e-04,-1.513518492014753747e-03,5.901110920358831891e-06,-5.372796181681682715e-03
-2.000827968231533305e-04,-1.085992592823714631e-03,5.146083908114107430e-06,1.540545790312311016e-02
-2.728158634539568084e-04,-1.503606633516341162e-03,5.782540195342633638e-06,-5.448703033762009734e-03
-1.988705452049543965e-04,-1.071716673305189715e-03,5.092597316513902683e-06,1.532320270841994181e-02
-2.714515685511287302e-04,-1.486591746129306557e-03,5.772312660967671150e-06,-5.521968129084860351e-03
-1.898108289282163241e-04,-1.052430323429831560e-03,4.631364659113401672e-06,1.524597328830732713e-02
-2.546621661991821384e-04,-1.468663289191596277e-03,5.613410967164611520e-06,-5.599613616466068110e-03
-1.881759602042620827e-04,-1.037743320356554477e-03,4.695636188323248916e-06,1.517244720502142728e-02
-2.605914868212266811e-04,-1.447898714584283653e-03,4.906551478001119904e-06,-5.665125897502752694e-03
-1.864839870506784791e-04,-1.020834937325076908e-03,4.493010340000935798e-06,1.510237518574483392e-02
-2.512333365700669674e-04,-1.432695508896131287e-03,4.997700314923747555e-06,-5.743429695651571486e-03
-1.846424143110425575e-04,-9.992916545478180979e-04,4.286377471407476492e-06,1.502179874203521219e-02
-2.492639744247071576e-04,-1.412358680475733763e-03,4.268425204623227387e-06,-5.812603651419267006e-03
-1.826498142918353551e-04,-9.750114601914106061e-04,3.809876355731489639e-06,1.495785507398850189e-02
-2.472937327837598787e-04,-1.390105152150766799e-03,4.473679215077908111e-06,-5.881280280166514135e-03
-1.806506070067825931e-04,-9.526024279331579692e-04,3.601983268763930823e-06,1.487951594325371413e-02
-2.451783755361702788e-04,-1.365149781499042092e-03,4.001950687504418624e-06,-5.948169465252358887e-03
-1.785227574373493553e-04,-9.294872373288853851e-04,3.525256513814412074e-06,1.481932383947773268e-02
-2.507244305149924912e-04,-1.342276170820611014e-03,3.669314203147422404e-06,-6.021556373750638035e-03
-1.687274516939396563e-04,-9.061631894127231135e-04,3.050640198232201783e-06,1.475081169483559093e-02
-2.485226891337788402e-04,-1.316843492272568028e-03,3.461716235664269448e-06,-6.083678969756038842e-03
-1.665417856742124059e-04,-8.808229325438787782e-04,2.977827422867562746e-06,1.468119912768156045e-02
-2.310232149511648458e-04,-1.293104767849939662e-03,3.386915832237491486e-06,-6.147094427342440597e-03
-1.490388520437591069e-04,-8.570697074610222899e-04,7.756944286896327867e-07,1.461141988261697999e-02
-2.210877460129268002e-04,-1.267091285171773052e-03,4.507829167277321858e-06,-6.207823204871753577e-03
-1.467436680400169280e-04,-8.330355635131070358e-04,7.057542767974211984e-07,1.455578308219948082e-02
-2.264768828439400750e-04,-1.241445119759987392e-03,6.303889962477882136e-06,-6.283294670240167218e-03
-1.367402003182860426e-04,-8.085718799826224767e-04,6.369293228392081119e-07,1.448714890953389962e-02
-2.240372608071083960e-04,-1.214714612935097193e-03,1.960806611300824898e-06,-6.346620672080586362e-03
-1.342820919205678365e-04,-7.817345115768148389e-04,5.693874369772089494e-07,1.442023353183896801e-02
-2.138936948625769219e-04,-1.187557621623369641e-03,3.340747296798340926e-06,-6.391402092548038698e-03
-1.395329550604174074e-04,-7.572435118561315903e-04,5.076560409822405973e-07,1.436122654018143034e-02
-2.038854405412848791e-04,-1.163057362767005998e-03,3.005099436403924074e-06,-6.458827103867018603e-03
-1.370713962387526408e-04,-7.284827273181804230e-04,1.246467457249877953e-06,1.429876566657472918e-02
-2.013881013596119374e-04,-1.132188462126038075e-03,1.598161009752629980e-06,-6.513837983921551625e-03
-1.269706842066398167e-04,-7.015757456514393198e-04,1.189918451549587530e-06,1.424373580526346918e-02
-1.989362889673884638e-04,-1.109194052247630680e-03,1.264083725915909895e-06,-6.565815781161687438e-03
-1.245554612694377283e-04,-6.749766976490434445e-04,7.388769303062758809e-07,1.419162813270528380e-02
-1.965543674771197402e-04,-1.080859202023276566e-03,1.205655481895107073e-06,-6.615133993568989706e-03
-1.145909383950538540e-04,-6.488170735003961909e-04,2.930184521687806409e-07,1.413191258698189012e-02
-1.789096833562098254e-04,-1.054409405735867722e-03,1.150547712658323007e-06,-6.663788227851995434e-03
-1.122462261093915004e-04,-6.187904679286759801e-04,2.498812827766982991e-07,1.408578872293235300e-02
-1.842538910494795346e-04,-1.030420260605069416e-03,3.078076158402609508e-07,-6.709466884536605287e-03
-1.100104222331310666e-04,-5.950830840539822475e-04,2.119486990359575884e-07,1.403522802425539832e-02
-1.820207351101998938e-04,-1.004807092776616173e-03,8.038327046211435345e-07,-6.749900910962938413e-03
-1.078613414478013510e-04,-5.756670139227537675e-04,1.784353782507963615e-07,1.398452417078381062e-02
-1.722290795100889227e-04,-9.853077620718408980e-04,2.430060959124347164e-07,-6.792786436698026141e-03
-1.057498518122201858e-04,-5.526425857986794199e-04,1.483197025198279562e-07,1.393990762126138573e-02
-1.777796897073358195e-04,-9.624504896770247342e-04,9.062831196615661611e-08,-6.841104971342255522e-03
-9.603032312099912815e-05,-5.278284396297294734e-04,1.212530149619084341e-07,1.388743979903020627e-02
-1.680129009997699541e-04,-9.373650529695964906e-04,-4.626037879429389932e-07,-6.871448431440340537e-03
-8.640751131849810918e-05,-5.073595792595142484e-04,9.797990974114156870e-08,1.384044160963500761e-02
-1.660041249067489844e-04,-9.167986432991881429e-04,-1.270326837277124810e-06,-6.922554494436142236e-03
-8.433843041188993084e-05,-4.826614265844852980e-04,7.644814759011353544e-08,1.378477589748136264e-02
-1.562090192805953848e-04,-8.896480619249302890e-04,-8.877757939895758454e-07,-6.947477332653867639e-03
-8.997644152941575157e-05,-4.641121819801696802e-04,5.824765558770650387e-08,1.373610715439596563e-02
-1.465383524816843419e-04,-8.669968929702065452e-04,-1.426017219419151161e-06,-6.983389465247411346e-03
-7.273663146634135046e-05,-4.418054810457761050e-04,4.259546404483671722e-08,1.369335672664362923e-02
-1.369231129757508825e-04,-8.446488629552106886e-04,-1.691668132686174886e-06,-7.016230074071020187e-03
-7.082440697558922693e-05,-4.179691627683723709e-04,2.980689584042295337e-08,1.362852581955228091e-02
-1.424228209856437388e-04,-8.215124735322376637e-04,-2.230383851165029796e-06,-7.029114172321913184e-03
-6.894585632721828006e-05,-3.962253095330936503e-04,1.946183347811825115e-08,1.357563731267375472e-02
-1.327934754726811661e-04,-7.990867045997163132e-04,-1.692806645081645911e-06,-7.035123799870345203e-03
-6.724220179421536159e-05,-3.735336243870790440e-04,-2.118548742657822004e-06,1.350980347900211306e-02
-1.308338399326203216e-04,-7.826001139470406542e-04,-1.150248873704740049e-06,-7.010259068919598782e-03
-6.584169653933713562e-05,-3.563186860517930654e-04,7.182598293908881715e-09,1.340437909794720862e-02
-1.364234294527477687e-04,-7.580540740121932686e-04,-2.474242183803099238e-06,-6.920065347319342107e-03
-6.494975113469081407e-05,-3.380773236187906150e-04,4.763301975074796246e-09,1.324546696721636517e-02
-1.267456292310953359e-04,-7.334578500177713067e-04,-2.997209896271613161e-06,-6.724651578096589588e-03
-6.498284018618960545e-05,-3.306285852922030699e-04,4.842999556942118033e-09,1.300953304270126114e-02
-1.248650528111738822e-04,-7.135957591799524380e-04,-2.442531193302954762e-06,-6.455468272896286094e-03
-7.345617495957412757e-05,-3.276242367284964985e-04,-1.857079732880961842e-06,1.269283566960151266e-02
-1.230166566443813281e-04,-6.939072935061574299e-04,-1.617509535423167222e-06,-6.135428194485190168e-03
-5.952068968895218859e-05,-3.234320823359837505e-04,1.161326657062033973e-08,1.233104936460914167e-02
-1.212060463444686320e-04,-6.725272580041519177e-04,-2.519192448868778911e-06,-5.812030002929680084e-03
-5.327473320448916638e-05,-3.195692489725843188e-04,1.745721478485506850e-08,1.198349178661072684e-02
-1.195708482981672205e-04,-6.597362756934899153e-04,-2.743424655893278441e-06,-5.501302994395590625e-03
-6.232866162747541239e-05,-3.159311721567803488e-04,2.471292459560459065e-08,1.163583606547585921e-02
-1.027079933351160435e-04,-6.413940218052971431e-04,-2.431668032043532435e-06,-5.193548368851525800e-03
-5.612107194963300572e-05,-3.199072027726401757e-04,3.320655506122704992e-08,1.130628435742347948e-02
-1.012551878716294596e-04,-6.219749687126352455e-04,-2.509746114043309717e-06,-4.907203954727084455e-03
-5.748683629747119994e-05,-3.197609972467319039e-04,4.254199659214918938e-08,1.098885444628354413e-02
-1.074813030470522790e-04,-6.085498098222785757e-04,-2.184435299312781353e-06,-4.630651898585164128e-03
2.511925292481009819e-05,1.212488472788209037e-04,-2.136792363049977439e-07,2.207588894214288465e-03
3.860550356193925836e-05,2.143802908349812242e-04,1.595455234593146088e-08,1.125134620224865593e-02
-6.750160319768383488e-05,-3.333725800658271510e-04,5.444356215411616517e-06,-3.687466396818841596e-03
1.087228339713419700e-05,9.261132178295383710e-05,1.196696708394284769e-07,8.829301637260041080e-03
-5.734669596790809010e-05,-3.330432447157249953e-04,5.224612378951221103e-06,-1.670110466872765098e-03
-5.195069761043669132e-06,-3.224637211474146170e-06,2.444475775131849105e-07,7.127284674456412818e-03
-6.516060886951891007e-05,-3.265833266752338204e-04,3.576757949597109132e-06,-1.436212129009707510e-04
-1.181516084614031570e-05,-7.383955968620625754e-05,3.731556497132970662e-07,5.784268087275007061e-03
-5.926179655091345921e-05,-3.266850450849290155e-04,3.217093150320593509e-06,1.057626489283633887e-03
-8.565952173000823677e-05,-4.264788385484052924e-04,1.291682893089785011e-06,-1.044002890325745458e-03
-5.620914737392013194e-05,-3.071882395069280847e-04,2.440033952666453843e-09,1.265275282441351637e-02
-1.214661788111470742e-04,-6.758254001653085652e-04,-2.239733296383050742e-06,-5.742441334112252660e-03
-5.461895132441441092e-05,-3.154890976446722561e-04,2.426186163084764758e-08,1.149615381666875373e-02
-1.016905521424860126e-04,-6.224478743739325637e-04,-2.620120293395089561e-06,-4.925414227785340424e-03
-5.787580674621040089e-05,-3.161697560862819500e-04,4.540719555912176020e-08,1.081487345838986688e-02
-1.064299690796133291e-04,-5.951529752437068055e-04,-2.771835835080338484e-06,-4.370576029008018358e-03
-4.503151184565012954e-05,-3.160479550032846419e-04,6.531564777922937992e-08,1.029399323835737332e-02
-1.041767259408743485e-04,-5.694409328462768372e-04,-2.220817490794502191e-06,-3.936478033093934042e-03
-4.695100770391036349e-05,-3.189352735759598545e-04,8.371003179519220794e-08,9.875329931628044206e-03
-6.421718833848899521e-05,-3.802067511600171201e-04,-6.172483910660275797e-06,4.917169029820115007e-03
-5.619108928556215687e-05,-3.414626462578951305e-04,4.875633946355151238e-06,-6.033236287151504812e-03
2.053614558406025026e-05,1.913526459560443982e-04,3.089292244240482432e-08,1.074645381238842345e-02
-6.596474355546888546e-05,-3.344549552117825897e-04,6.431059836664587692e-06,-3.452431626123682144e-03
9.861696597113223106e-06,7.754386440339544606e-05,1.322320075658467431e-07,8.604113927455888169e-03
-6.426368564405038342e-05,-3.329276744281628453e-04,4.659526451344930820e-06,-1.583429858492915992e-03
-5.658903262428793823e-06,-5.755740268398312764e-06,2.524684661331377811e-07,7.019374036543307542e-03
-6.499102595114436554e-05,-3.256292514990377640e-04,4.101991815330663371e-06,-1.905355407485942627e-04
-1.159247565851728723e-05,-6.688457387582502633e-05,3.682242466496177258e-07,5.815025185606815215e-03
-9.020834164630286978e-05,-4.548992549011643405e-04,6.028684682135576622e-06,7.272099012064299831e-03
-1.269389186546732162e-04,-7.286777372499386729e-04,4.719558219790087605e-07,-6.731869551718699073e-03
-5.871912283339497662e-05,-3.152200656089121367e-04,8.759563741023157490e-09,1.221634240108314048e-02
-1.203203704704947086e-04,-6.580679587813165199e-04,-3.369979189704608302e-06,-5.570519067269403060e-03
-4.785189928213640087e-05,-3.144890040012171539e-04,2.920878849899111174e-08,1.127171954481872782e-02
-1.085194948018397554e-04,-6.180261029271605366e-04,-1.997857350666265575e-06,-4.797216813367187818e-03
-5.103312210508192948e-05,-3.147540155943318041e-04,5.147657522464044177e-08,1.060373570245926045e-02
-1.056752170995878259e-04,-5.852625994293703116e-04,-3.077834836107129490e-06,-4.256127228106856494e-03
-5.336619594231706287e-05,-3.179995744382324574e-04,7.178008454289397378e-08,1.010444031626724082e-02
-9.590431969286328240e-05,-5.639778762649427790e-04,-1.854381484589495699e-06,-3.834893960967040126e-03
-5.527284726269954263e-05,-3.150938235059186354e-04,9.086600982755044242e-08,9.697587125028815994e-03
-2.551949009443887917e-05,-2.112191772454252714e-04,-7.132370472007210083e-06,4.597532607249044979e-03
-6.082110620297953574e-05,-3.440628865902795042e-04,4.969524607822961570e-06,-5.500896999277025620e-03
2.589287100818182807e-05,1.731820000046013774e-04,4.653566132439834746e-08,1.026152516106791993e-02
-7.171134075178997591e-05,-3.336423983775205215e-04,6.470259321655902340e-06,-3.133704735480227245e-03
8.445622654562612297e-06,6.597814880748842370e-05,1.509049252224059501e-07,8.290461905998969261e-03
-7.074671229645446147e-05,-3.304321034534041246e-04,4.741597757318416484e-06,-1.406499488009048393e-03
1.128029154529031075e-06,-1.417542136650240536e-05,2.674590979800939294e-07,6.815604403451872018e-03
-6.429408207964115718e-05,-3.275065867853754753e-04,3.807319161053257517e-06,-8.043096078558329559e-05
-1.226161036527173565e-05,-7.244456528709974918e-05,3.824698944221438524e-07,5.643731445887263665e-03
-1.125302520108562021e-04,-5.757497845912951107e-04,6.673228342801706958e-06,7.111200498694063288e-03
-1.329348188647827556e-04,-7.120600786052477815e-04,-2.495247564127112128e-08,-6.490681180287481873e-03
-5.973240227774567757e-05,-3.169557354496532753e-04,1.241237668203609701e-08,1.192744000925336119e-02
-1.114448300967296746e-04,-6.473891265343922896e-04,-2.906922116574506276e-06,-5.359240704153110310e-03
-5.658667284080820536e-05,-3.167275886077902669e-04,3.622185951179801577e-08,1.097740307441137653e-02
-9.967790076359506202e-05,-5.979998156995236513e-04,-2.594985988091380591e-06,-4.590675147810358361e-03
-5.212621918815329991e-05,-3.188310649662184915e-04,6.054754919659899315e-08,1.030943023391431811e-02
-9.681485130386136007e-05,-5.708553951606631927e-04,-2.342138818889338836e-06,-4.030337877996043212e-03
-5.460779104282664775e-05,-3.171675399329387801e-04,8.392452666150518326e-08,9.781108092590987124e-03
-1.021774825886723193e-04,-5.507947045941818942e-04,-1.389419199249175563e-06,-3.602379466240984360e-03
-1.067553004929777671e-05,-6.787056708645877734e-05,-1.893616812020937346e-06,1.153493123289354213e-03
5.732910385347622650e-05,2.581670995986939943e-04,4.256909935662633870e-09,1.188452893260713225e-02
-6.341099637552360946e-05,-3.412340618247355906e-04,6.424596375786961744e-06,-4.563155220507927184e-03
2.196169862145325169e-05,1.268477229139364226e-04,8.114149485649591043e-08,9.463029523939490290e-03
-6.850475556063884142e-05,-3.313250476573159631e-04,5.916785521309364526e-06,-2.534676032327745545e-03
5.810454922539065592e-06,3.437510778780961118e-05,1.890059346809636054e-07,7.751252443162144276e-03
-6.866389185233856551e-05,-3.304569756927833168e-04,4.252222500999991439e-06,-1.027749903528135667e-03
-5.982941786442097509e-07,-3.126093480787517365e-05,2.996844314928637232e-07,6.451472133121432043e-03
-6.293876802487829991e-05,-3.277027208241634071e-04,3.487466402773975460e-06,1.434820336760353823e-04
